"","LOQ.type","Exclusion.CAS","Group_AF1_Chronic","N","Substance","HQmax","N1-#HQ>1","N2-#HQ>0.5","N3-#HQ>0.1","freq","Chem.Group","class"
"32","LOQ.T0","Excluded_Metals","IIIB",69,"Erythromycin",0.383989972509246,0,0,10,0.144927536231884,"Pharma","Current_Use"
"33","LOQ.T0","Excluded_Metals","IIIB",69,"Diclofenac",0.474350625806169,0,0,31,0.478260869565217,"Pharma","Current_Use"
"34","LOQ.T0","Excluded_Metals","IIIB",69,"Ibuprofen",0.455933276789947,0,0,51,0.782608695652174,"Pharma","Current_Use"
"35","LOQ.T0","Excluded_Metals","IIIB",69,"Benzo(b)fluorantheen",0.21551724137931,0,0,3,0.072463768115942,"PAH","Banned_Listed"
"36","LOQ.T0","Excluded_Metals","IIIB",69,"Chlorpyrifos",0.557663451793969,0,21,29,0.420289855072464,"Pest","Banned_Listed"
"37","LOQ.T0","Excluded_Metals","IIIB",69,"Isoproturon",0.434089889024834,0,0,7,0.144927536231884,"Pest","Banned_Listed"
"38","LOQ.T0","Excluded_Metals","IIIB",69,"Ethinylestradiol",0.672049422832936,0,2,4,0.0579710144927536,"Pharma","Current_Use"
"39","LOQ.T0","Excluded_Metals","IIIB",69,"Caffeine",0.397604948192561,0,0,34,0.492753623188406,"Pharma","Current_Use"
"40","LOQ.T0","Current_Use","I",219,"Erythromycin",11.7276297453911,13,26,53,0.242009132420091,"Pharma","Current_Use"
"41","LOQ.T0","Current_Use","I",219,"Diclofenac",4.06863563979521,33,92,183,0.872146118721461,"Pharma","Current_Use"
"42","LOQ.T0","Current_Use","I",219,"Ibuprofen",4.88449583406102,59,136,187,0.858447488584475,"Pharma","Current_Use"
"43","LOQ.T0","Current_Use","I",219,"Metolachlor",3.57418753941043,8,8,9,0.0502283105022831,"Pest","Current_Use"
"44","LOQ.T0","Current_Use","I",219,"Caffeine",1.90467591762533,8,35,84,0.383561643835616,"Pharma","Current_Use"
"45","LOQ.T0","Current_Use","I",219,"Terbuthylazine",1.65672174745591,5,5,8,0.0547945205479452,"Pest","Current_Use"
"46","LOQ.T0","Current_Use","I",219,"Azitromycin",1.78584601355207,4,6,26,0.118721461187215,"Pharma","Current_Use"
"47","LOQ.T0","Current_Use","IIIB",11,"Erythromycin",0.383989972509246,0,0,3,0.272727272727273,"Pharma","Current_Use"
"48","LOQ.T0","Current_Use","IIIB",11,"Diclofenac",0.329583095927705,0,0,4,0.363636363636364,"Pharma","Current_Use"
"49","LOQ.T0","Current_Use","IIIB",11,"Ibuprofen",0.392006009098391,0,0,11,1,"Pharma","Current_Use"
"50","LOQ.T0","Current_Use","IIIB",11,"Estradiol",0.240366680918365,0,0,1,0.0909090909090909,"Pharma","Current_Use"
"51","LOQ.T0","Current_Use","IIIB",11,"2-ethylhexyl 4-methoxycinnamate",0.278001013970535,0,0,1,0.0909090909090909,"Industrial","Current_Use"
"52","LOQ.T0","Current_Use","IIIB",11,"Ethinylestradiol",0.672049422832936,0,2,3,0.272727272727273,"Pharma","Current_Use"
"53","LOQ.T0","Current_Use","IIIB",11,"Caffeine",0.32327795512201,0,0,7,0.636363636363636,"Pharma","Current_Use"
"54","LOQ.T0","Current_Use","IIIB",11,"Azitromycin",0.261027539398981,0,0,3,0.272727272727273,"Pharma","Current_Use"
